brand,engine_type,gearbox,mileage,model,price,url,year
,,automatique,197000,,2350,"/Voiture/Mercedes-Benz-DAIMLERCHRYSLER-E240/vhc:car,pgn:13,pgs:10,dmg:false/pg:vipcar/384525313.html",2000
opel,,automatique,30500,,19750,"/Voiture/Opel-Zafira-C-Innovation-Autom.-AHK/vhc:car,pgn:13,pgs:10,dmg:false/pg:vipcar/384525311.html",2018
audi,,automatique,340000,c5,6190,"/Voiture/Audi-Audi-a6-4b-c5-S6-Optik/vhc:car,pgn:13,pgs:10,dmg:false/pg:vipcar/384525310.html",1999
audi,,automatique,66500,c5,54900,"/Voiture/Porsche-Porsche-Macan-Sportabgasanlage-20Zoll/vhc:car,pgn:13,pgs:10,dmg:false/pg:vipcar/384525308.html",2020
bmw,,automatique,281700,c5,15900,"/Voiture/BMW-BMW-535d-e60-Head-Up-KW-V2-M5-Styling/vhc:car,pgn:13,pgs:10,dmg:false/pg:vipcar/384525307.html",2007
bmw,,automatique,136000,c5,2800,"/Voiture/Mercedes-Benz-Mercedes-Benz-c220/vhc:car,pgn:13,pgs:10,dmg:false/pg:vipcar/384525306.html",1994
bmw,,manuelle,28000,c5,17900,"/Voiture/Abarth-ABARTH-595-1.4-Turbo-T-Jet-145CV-2018/vhc:car,pgn:13,pgs:10,dmg:false/pg:vipcar/384525304.html",2018
bmw,,manuelle,79000,c5,2700,"/Voiture/Suzuki-Alto-1.0-Comfort/vhc:car,pgn:13,pgs:10,dmg:false/pg:vipcar/383605465.html",2010
bmw,,automatique,28000,c5,7800,"/Voiture/Autres-Casalini-M12-Green/vhc:car,pgn:13,pgs:10,dmg:false/pg:vipcar/384525303.html",2014
citroen,,semi-automatique,193000,c4,12000,"/Voiture/Citro%C3%ABn-CITROEN-GRAND-C4-PICASSO-7p.-2.0/vhc:car,pgn:13,pgs:10,dmg:false/pg:vipcar/384525302.html",2016
ford,,manuelle,419959,focus,1550,"/Voiture/Ford-Ford-Focus/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384525280.html",2003
fiat,,manuelle,63000,panda,3800,"/Voiture/Fiat-Fiat-Panda-Oldtimer-25km-h/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384525278.html",1992
volkswagen,,manuelle,259298,multivan,24599,"/Voiture/Volkswagen-VW-T5-Multivan-Startline,-140-PS,/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384525277.html",2009
mercedes,,automatique,246322,multivan,3850,"/Voiture/Mercedes-Benz-Mercedes-CLK-270-CDI-T%C3%9CV-neu-01/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384525275.html",2006
audi,,manuelle,178000,multivan,10350,"/Voiture/Audi-Audi-A-3-8P-Ambition-Tiefseeblau/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384525274.html",2012
bmw,,automatique,103000,multivan,14399,"/Voiture/BMW-BMW-220d-Active-Tourer-Automatik-Diesel/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384525273.html",2015
ford,,automatique,135000,galaxy,29900,"/Voiture/Ford-Ford-Galaxy/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384525272.html",2019
bmw,,automatique,297000,galaxy,5100,"/Voiture/BMW-BMW-525D-3.0l/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384525271.html",2008
bmw,,automatique,184900,galaxy,8990,"/Voiture/Skoda-SUPERB-COMBI-AMBITION-DSG-ALU-AHK/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384525270.html",2012
mercedes,,automatique,106000,galaxy,16900,"/Voiture/Mercedes-Benz-Mercedes-R107-Cabrio/vhc:car,pgn:16,pgs:10,dmg:false/pg:vipcar/384525269.html",1984
,,manuelle,208000,,12000,"/Voiture/Seat-Alhambra-2.0-TDI-CR-Ecomotive-103kW/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384525301.html",2012
,,manuelle,167313,,9570,"/Voiture/Seat-Leon-ST-Style-Ecomotive/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384525300.html",2015
,,manuelle,107000,,18800,"/Voiture/Kia-KIA-SPORTAGE-1.6-CRDI-115CV-2WD-Energy/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384525299.html",2019
audi,,manuelle,150000,a3,15000,"/Voiture/Audi-AUDI-A3-Sportback-1.6-TDI-110CV-Business/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384525298.html",2016
audi,,automatique,27365,a3,33930,"/Voiture/Seat-Tarraco-1.5-TSI-DSG-FR-7-Sitzer-AHK/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384525297.html",2023
audi,,automatique,98500,a3,26690,"/Voiture/Infiniti-QX70-3.7-S-Premium-S-Premium/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384525296.html",2017
fiat,,manuelle,17000,panda,10300,"/Voiture/Fiat-FIAT-PANDA-1.2-69CV-S-S-EASY-05-2019/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384525295.html",2019
fiat,,manuelle,200000,panda,4500,"/Voiture/Fiat-FIAT-SEDICI-1.9-MJT-120CV-4x4-Dynamic-11/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384525294.html",2008
volkswagen,,manuelle,153950,golf,1900,"/Voiture/Volkswagen-VW-Golf-4-1.4/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384525293.html",1998
fiat,,manuelle,155000,tipo,10900,"/Voiture/Fiat-FIAT-TIPO-1.4-T-Jet-120CV-GPL-SW-Easy/vhc:car,pgn:14,pgs:10,dmg:false/pg:vipcar/384525292.html",2018
opel,,manuelle,202000,astra,7500,"/Voiture/Opel-OPEL-ASTRA-1.6-Bi-Turbo-CDTi-160CV-S-S/vhc:car,pgn:15,pgs:10,dmg:false/pg:vipcar/384525291.html",2017
peugeot,,manuelle,165000,3008,10500,"/Voiture/Peugeot-PEUGEOT-3008-BlueHDi-120CV-S-S/vhc:car,pgn:15,pgs:10,dmg:false/pg:vipcar/384525290.html",2016
renault,,manuelle,113000,captur,14500,"/Voiture/Renault-RENAULT-CAPTUR-1.5-dCi-110CV-Energy/vhc:car,pgn:15,pgs:10,dmg:false/pg:vipcar/384525289.html",2017
toyota,,manuelle,206000,rav4,7800,"/Voiture/Toyota-TOYOTA-RAV4-2.2-D-4D-177CV-Luxury-4WD/vhc:car,pgn:15,pgs:10,dmg:false/pg:vipcar/384525288.html",2007
toyota,,manuelle,570000,sprinter,7499,"/Voiture/Mercedes-Benz-Sprinter-II-Kombi-311-315-CDI/vhc:car,pgn:15,pgs:10,dmg:false/pg:vipcar/382184454.html",2007
mercedes,,automatique,246000,sprinter,3850,"/Voiture/Mercedes-Benz-Mercedes-CLK-270-CDI-T%C3%9CV-neu-01/vhc:car,pgn:15,pgs:10,dmg:false/pg:vipcar/384525285.html",2006
audi,,manuelle,234585,tt,3699,"/Voiture/Audi-Audi-TT-Roadster-1,8T-Cabrio/vhc:car,pgn:15,pgs:10,dmg:false/pg:vipcar/384525284.html",2000
audi,,manuelle,103500,tt,20995,"/Voiture/Mercedes-Benz-GLA-250-Style-Style/vhc:car,pgn:15,pgs:10,dmg:false/pg:vipcar/384525283.html",2017
